concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1.5/30 28 Day],Junel FE 1.5/30 (28) 1.5 mg-30 mcg Tab,2000010957,mimiciv_drug_ndc,Drug,Prescription Drug,42902213,Maps to,Mapped from,{21 (ethinyl estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1.5/30 28 Day],Drug,RxNorm,Branded Pack,S
Dutasteride 0.5 MG [Avodart],Avodart 0.5 MG,2000010958,mimiciv_drug_ndc,Drug,Prescription Drug,19031909,Maps to,Mapped from,dutasteride 0.5 MG [Avodart],Drug,RxNorm,Branded Drug Comp,S
Pramipexole dihydrochloride 1.5 MG Oral Tablet [Mirapex],Mirapex 1.5 mg Tab,2000010959,mimiciv_drug_ndc,Drug,Prescription Drug,40165182,Maps to,Mapped from,pramipexole dihydrochloride 1.5 MG Oral Tablet [Mirapex],Drug,RxNorm,Branded Drug,S
efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Atripla],ATRIPLA 600/200/300,2000010960,mimiciv_drug_ndc,Drug,Prescription Drug,19124373,Maps to,Mapped from,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG [Atripla],Drug,RxNorm,Branded Drug Comp,S
meropenem 1000 MG,Meropenem 1000mg Vial,2000010961,mimiciv_drug_ndc,Drug,Prescription Drug,35606005,Maps to,Mapped from,meropenem 1000 MG,Drug,RxNorm,Clinical Drug Comp,S
Amoxapine 25 MG,Amoxapine 25mg,2000010962,mimiciv_drug_ndc,Drug,Prescription Drug,713140,Maps to,Mapped from,amoxapine 25 MG,Drug,RxNorm,Clinical Drug Comp,S
defibrotide sodium 80 MG/ML,Defibrotide (*IND*) 80 mg / mL - 2.5 mL Amp,2000010963,mimiciv_drug_ndc,Drug,Prescription Drug,35603974,Maps to,Mapped from,defibrotide sodium 80 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
Teriparatide,Teriparatide 20 mcg,2000010964,mimiciv_drug_ndc,Drug,Prescription Drug,1521987,Maps to,Mapped from,teriparatide,Drug,RxNorm,Ingredient,S
Aluminum Hydroxide / Magnesium Hydroxide Oral Suspension [Maalox],Maalox aluminum hydrox/mag hydrox/simethicone,2000010965,mimiciv_drug_ndc,Drug,Prescription Drug,40007806,Maps to,Mapped from,aluminum hydroxide / magnesium hydroxide Oral Suspension [Maalox],Drug,RxNorm,Branded Drug Form,S
Insulin Lispro Cartridge [Humalog],Humalog Mix 75-25 75/25,2000010966,mimiciv_drug_ndc,Drug,Prescription Drug,46233975,Maps to,Mapped from,insulin lispro Cartridge [Humalog],Drug,RxNorm,Branded Drug Form,S
Warfarin Sodium 10 MG Oral Tablet,warfarin 10 mg Tab,2000010967,mimiciv_drug_ndc,Drug,Prescription Drug,40163518,Maps to,Mapped from,warfarin sodium 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
Maprotiline Hydrochloride 25 MG Oral Tablet,Maprotiline HCl 25mg tabs,2000010968,mimiciv_drug_ndc,Drug,Prescription Drug,42800984,Maps to,Mapped from,maprotiline hydrochloride 25 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
darbepoetin alfa 0.3 MG/ML [Aranesp],aranesp 300 mcg 300 mcg,2000010969,mimiciv_drug_ndc,Drug,Prescription Drug,19025192,Maps to,Mapped from,darbepoetin alfa 0.3 MG/ML [Aranesp],Drug,RxNorm,Branded Drug Comp,S
Castor Oil 788 MG/ML / Peruvian balsam 87 MG/ML / TRYPSIN 0.12 MG/ML Topical Spray [Granulex],Granulex 0.12 mg-87 mg/g Topical Spray,2000010970,mimiciv_drug_ndc,Drug,Prescription Drug,45774939,Maps to,Mapped from,castor oil 788 MG/ML / Peruvian balsam 87 MG/ML / trypsin 0.12 MG/ML Topical Spray [Granulex],Drug,RxNorm,Branded Drug,S
Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Symbicort 160-4.5 mcg,2000010971,mimiciv_drug_ndc,Drug,Prescription Drug,42706348,Maps to,Mapped from,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Drug,RxNorm,Branded Drug Comp,S
sevelamer carbonate 2400 MG Powder for Oral Suspension,sevelamer carbonate 2.4 gram Oral Powder Packet,2000010972,mimiciv_drug_ndc,Drug,Prescription Drug,40166055,Maps to,Mapped from,sevelamer carbonate 2400 MG Powder for Oral Suspension,Drug,RxNorm,Clinical Drug,S
Lurasidone Hydrochloride 40 MG [Latuda],Latuda (Lurasidone) 40 mg,2000010973,mimiciv_drug_ndc,Drug,Prescription Drug,40231372,Maps to,Mapped from,lurasidone hydrochloride 40 MG [Latuda],Drug,RxNorm,Branded Drug Comp,S
Olmesartan medoxomil 40 MG [Benicar],Benicar 40mg,2000010974,mimiciv_drug_ndc,Drug,Prescription Drug,19019201,Maps to,Mapped from,olmesartan medoxomil 40 MG [Benicar],Drug,RxNorm,Branded Drug Comp,S
bimatoprost 0.1 MG/ML,bimatoprost 0.01 % Eye Drops,2000010975,mimiciv_drug_ndc,Drug,Prescription Drug,40226428,Maps to,Mapped from,bimatoprost 0.1 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
Rabeprazole sodium 20 MG [Aciphex],Aciphex 20 mg Tab,2000010976,mimiciv_drug_ndc,Drug,Prescription Drug,40163287,Maps to,Mapped from,rabeprazole sodium 20 MG [Aciphex],Drug,RxNorm,Branded Drug Comp,S
Nitroglycerin 0.02 MG/MG Topical Ointment,Nitroglycerin Ointment  2%,2000010977,mimiciv_drug_ndc,Drug,Prescription Drug,1361859,Maps to,Mapped from,nitroglycerin 0.02 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S
Lidocaine Topical Ointment [Xylocaine],Xylocaine 5 % Ointment,2000010978,mimiciv_drug_ndc,Drug,Prescription Drug,40000240,Maps to,Mapped from,lidocaine Topical Ointment [Xylocaine],Drug,RxNorm,Branded Drug Form,S
ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing],NuvaRing 0.12-0.015 mg,2000010979,mimiciv_drug_ndc,Drug,Prescription Drug,43012696,Maps to,Mapped from,ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing],Drug,RxNorm,Branded Drug,S
sodium citrate,sodium citrate 3mL Syringe,2000010980,mimiciv_drug_ndc,Drug,Prescription Drug,977968,Maps to,Mapped from,sodium citrate,Drug,RxNorm,Ingredient,S
leflunomide 10 MG,leflunomide 10mg,2000010981,mimiciv_drug_ndc,Drug,Prescription Drug,1101925,Maps to,Mapped from,leflunomide 10 MG,Drug,RxNorm,Clinical Drug Comp,S
Oxycodone Hydrochloride 20 MG/ML Oral Solution,oxyCODONE 20 mg/mL concentrated oral solution,2000010982,mimiciv_drug_ndc,Drug,Prescription Drug,40232735,Maps to,Mapped from,oxycodone hydrochloride 20 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S
Eszopiclone 3 MG Oral Tablet [Lunesta],Lunesta (eszopiclone) 3 mg tablets,2000010983,mimiciv_drug_ndc,Drug,Prescription Drug,19113344,Maps to,Mapped from,eszopiclone 3 MG Oral Tablet [Lunesta],Drug,RxNorm,Branded Drug,S
Bupivacaine,Bupivacaine 0.1%,2000010984,mimiciv_drug_ndc,Drug,Prescription Drug,732893,Maps to,Mapped from,bupivacaine,Drug,RxNorm,Ingredient,S
Cefadroxil 500 MG Oral Capsule,cefadroxil 500 mg Cap,2000010985,mimiciv_drug_ndc,Drug,Prescription Drug,19074847,Maps to,Mapped from,cefadroxil 500 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S
Mineral Oil 0.03 MG/MG / Petrolatum 0.94 MG/MG [Tears Naturale PM],Tears Naturale PM 3 %-94 % Ointment,2000010986,mimiciv_drug_ndc,Drug,Prescription Drug,40236501,Maps to,Mapped from,mineral oil 0.03 MG/MG / petrolatum 0.94 MG/MG [Tears Naturale PM],Drug,RxNorm,Branded Drug Comp,S
Dutasteride Oral Capsule [Avodart],Avodart mg,2000010987,mimiciv_drug_ndc,Drug,Prescription Drug,40033415,Maps to,Mapped from,dutasteride Oral Capsule [Avodart],Drug,RxNorm,Branded Drug Form,S
Diazepam,Diazepam,2000010988,mimiciv_drug_ndc,Drug,Prescription Drug,723013,Maps to,Mapped from,diazepam,Drug,RxNorm,Ingredient,S
Nitroprusside,NITROPRUSSIDE,2000010989,mimiciv_drug_ndc,Drug,Prescription Drug,19020994,Maps to,Mapped from,nitroprusside,Drug,RxNorm,Ingredient,S
Mannitol 200 MG/ML,Mannitol 20%,2000010990,mimiciv_drug_ndc,Drug,Prescription Drug,994123,Maps to,Mapped from,mannitol 200 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
Nafcillin 2000 MG,Nafcillin Sodium 2g,2000010991,mimiciv_drug_ndc,Drug,Prescription Drug,35605337,Maps to,Mapped from,nafcillin 2000 MG,Drug,RxNorm,Clinical Drug Comp,S
risedronate sodium 5 MG [Actonel],Risedronate (Actonel) 5mg tab,2000010992,mimiciv_drug_ndc,Drug,Prescription Drug,40174500,Maps to,Mapped from,risedronate sodium 5 MG [Actonel],Drug,RxNorm,Branded Drug Comp,S
Potassium Chloride 0.4 MEQ,Potassium Chloride 40meq/20ml,2000010993,mimiciv_drug_ndc,Drug,Prescription Drug,40175445,Maps to,Mapped from,potassium chloride 0.4 MEQ,Drug,RxNorm,Clinical Drug Comp,S
"Insulin, Aspart, Human Cartridge [NovoLog]",Novolog 100unit/mL-10mL Vial,2000010994,mimiciv_drug_ndc,Drug,Prescription Drug,46234042,Maps to,Mapped from,"insulin aspart, human Cartridge [NovoLog]",Drug,RxNorm,Branded Drug Form,S
Clindamycin Topical Lotion,clindamycin lotion,2000010995,mimiciv_drug_ndc,Drug,Prescription Drug,40030890,Maps to,Mapped from,clindamycin Topical Lotion,Drug,RxNorm,Clinical Drug Form,S
eptifibatide,Eptifibatide 75MG PREMIX BOTTLE,2000010996,mimiciv_drug_ndc,Drug,Prescription Drug,1322199,Maps to,Mapped from,eptifibatide,Drug,RxNorm,Ingredient,S
Rosuvastatin calcium 10 MG [Crestor],Crestor 10 mg,2000010997,mimiciv_drug_ndc,Drug,Prescription Drug,40165247,Maps to,Mapped from,rosuvastatin calcium 10 MG [Crestor],Drug,RxNorm,Branded Drug Comp,S
Cortisone,Cortisone 25 mg Tab,2000010998,mimiciv_drug_ndc,Drug,Prescription Drug,1507705,Maps to,Mapped from,cortisone,Drug,RxNorm,Ingredient,S
Medium chain triglycerides,Medium Chain Triglycerides 30 mL bottle,2000010999,mimiciv_drug_ndc,Drug,Prescription Drug,42899398,Maps to,Mapped from,medium chain triglycerides,Drug,RxNorm,Ingredient,S
Prednisone 5 MG/ML Oral Solution,Prednisone 5MG/ML ORAL SOLUTION,2000011000,mimiciv_drug_ndc,Drug,Prescription Drug,19028933,Maps to,Mapped from,prednisone 5 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S
mesalamine,Mesalamine Desensitization 50 mg / 50 mL,2000011001,mimiciv_drug_ndc,Drug,Prescription Drug,968426,Maps to,Mapped from,mesalamine,Drug,RxNorm,Ingredient,S
lamotrigine 200 MG [Lamictal],Lamictal 200,2000011002,mimiciv_drug_ndc,Drug,Prescription Drug,19038963,Maps to,Mapped from,lamotrigine 200 MG [Lamictal],Drug,RxNorm,Branded Drug Comp,S
bimatoprost 0.3 MG/ML [Lumigan],Bimatoprost  (LUMIGAN) 0.03%,2000011003,mimiciv_drug_ndc,Drug,Prescription Drug,19120813,Maps to,Mapped from,bimatoprost 0.3 MG/ML [Lumigan],Drug,RxNorm,Branded Drug Comp,S
Adenosine,Adenosine (Diagnostic) 6MG/2ML,2000011004,mimiciv_drug_ndc,Drug,Prescription Drug,1309204,Maps to,Mapped from,adenosine,Drug,RxNorm,Ingredient,S
ranolazine 500 MG,Ranolazine 500mg,2000011005,mimiciv_drug_ndc,Drug,Prescription Drug,19123444,Maps to,Mapped from,ranolazine 500 MG,Drug,RxNorm,Clinical Drug Comp,S
Lactase 3000 UNT [Lactaid],Lactaid 3000 untis,2000011006,mimiciv_drug_ndc,Drug,Prescription Drug,19027640,Maps to,Mapped from,lactase 3000 UNT [Lactaid],Drug,RxNorm,Branded Drug Comp,S
mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex],Nasonex 50 mcg/Actuation Spray,2000011007,mimiciv_drug_ndc,Drug,Prescription Drug,36250102,Maps to,Mapped from,mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex],Drug,RxNorm,Branded Drug,S
Cyanocobalamin Co57,Cyanocobalamin 100mcg tablet,2000011008,mimiciv_drug_ndc,Drug,Prescription Drug,19135931,Maps to,Mapped from,cyanocobalamin Co57,Drug,RxNorm,Ingredient,S
magnesium amino acid chelate 133 MG,magnesium oxide-Mg AA chelate 133mg,2000011009,mimiciv_drug_ndc,Drug,Prescription Drug,19122456,Maps to,Mapped from,magnesium amino acid chelate 133 MG,Drug,RxNorm,Clinical Drug Comp,S
12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],Ranolazine SR 500 mg 12 hr Tab,2000011010,mimiciv_drug_ndc,Drug,Prescription Drug,40163878,Maps to,Mapped from,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],Drug,RxNorm,Quant Branded Drug,S
Melatonin 3 MG,Melatonin 3,2000011011,mimiciv_drug_ndc,Drug,Prescription Drug,19083332,Maps to,Mapped from,melatonin 3 MG,Drug,RxNorm,Clinical Drug Comp,S
Vancomycin 500 MG,Vancomycin HCl 500mg Vial,2000011012,mimiciv_drug_ndc,Drug,Prescription Drug,40221357,Maps to,Mapped from,vancomycin 500 MG,Drug,RxNorm,Clinical Drug Comp,S
dronedarone 400 MG Oral Tablet,Dronedarone 400 mg Tablet,2000011013,mimiciv_drug_ndc,Drug,Prescription Drug,40163617,Maps to,Mapped from,dronedarone 400 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
Carbidopa 25 MG Oral Tablet [Lodosyn],Lodosyn 25 mg Tab,2000011014,mimiciv_drug_ndc,Drug,Prescription Drug,19068367,Maps to,Mapped from,carbidopa 25 MG Oral Tablet [Lodosyn],Drug,RxNorm,Branded Drug,S
"Estrogens, Esterified (USP) 0.625 MG Oral Tablet [Menest]",Esterified Estrogen (Menest) 0.625mg tablet,2000011015,mimiciv_drug_ndc,Drug,Prescription Drug,1551715,Maps to,Mapped from,"estrogens, esterified (USP) 0.625 MG Oral Tablet [Menest]",Drug,RxNorm,Branded Drug,S
Melatonin 1 MG,Melatonin 1mg/tab,2000011016,mimiciv_drug_ndc,Drug,Prescription Drug,1301233,Maps to,Mapped from,melatonin 1 MG,Drug,RxNorm,Clinical Drug Comp,S
Hydromorphone,HYDROmorphone,2000011017,mimiciv_drug_ndc,Drug,Prescription Drug,1126658,Maps to,Mapped from,hydromorphone,Drug,RxNorm,Ingredient,S
Pramipexole dihydrochloride 1 MG Oral Tablet [Mirapex],Mirapex 1 mg Tab,2000011018,mimiciv_drug_ndc,Drug,Prescription Drug,40165178,Maps to,Mapped from,pramipexole dihydrochloride 1 MG Oral Tablet [Mirapex],Drug,RxNorm,Branded Drug,S
formoterol fumarate 0.012 MG [Foradil],Foradil 12 mcg,2000011019,mimiciv_drug_ndc,Drug,Prescription Drug,36249311,Maps to,Mapped from,formoterol fumarate 0.012 MG [Foradil],Drug,RxNorm,Branded Drug Comp,S
Dutasteride 0.5 MG Oral Capsule [Avodart],Avodart (dutasteride) 0.5mg cap,2000011020,mimiciv_drug_ndc,Drug,Prescription Drug,989486,Maps to,Mapped from,dutasteride 0.5 MG Oral Capsule [Avodart],Drug,RxNorm,Branded Drug,S
paricalcitol 0.001 MG [Zemplar],Zemplar 1 mcg,2000011021,mimiciv_drug_ndc,Drug,Prescription Drug,19123124,Maps to,Mapped from,paricalcitol 0.001 MG [Zemplar],Drug,RxNorm,Branded Drug Comp,S
ropinirole 6 MG [Requip],Requip XL 6 mg,2000011022,mimiciv_drug_ndc,Drug,Prescription Drug,19023247,Maps to,Mapped from,ropinirole 6 MG [Requip],Drug,RxNorm,Branded Drug Comp,S
insulin detemir 100 UNT/ML [Levemir],Levemir 100 units/ml,2000011023,mimiciv_drug_ndc,Drug,Prescription Drug,19044971,Maps to,Mapped from,insulin detemir 100 UNT/ML [Levemir],Drug,RxNorm,Branded Drug Comp,S
Triazolam 0.25 MG [Halcion],Halcion 0.25,2000011024,mimiciv_drug_ndc,Drug,Prescription Drug,19088619,Maps to,Mapped from,triazolam 0.25 MG [Halcion],Drug,RxNorm,Branded Drug Comp,S
imatinib 100 MG Oral Capsule [Gleevec],Gleevec (imatinib mesylate) 100 mg capsules,2000011025,mimiciv_drug_ndc,Drug,Prescription Drug,19071511,Maps to,Mapped from,imatinib 100 MG Oral Capsule [Gleevec],Drug,RxNorm,Branded Drug,S
Phenylephrine,PHENYLEPHrine,2000011026,mimiciv_drug_ndc,Drug,Prescription Drug,1135766,Maps to,Mapped from,phenylephrine,Drug,RxNorm,Ingredient,S
Hydromorphone Injection [Dilaudid],Dilaudid 20 mg/ml,2000011027,mimiciv_drug_ndc,Drug,Prescription Drug,35603598,Maps to,Mapped from,hydromorphone Injection [Dilaudid],Drug,RxNorm,Branded Drug Form,S
Buprenorphine,Buprenorphine HCl Buprenophrine HCl,2000011028,mimiciv_drug_ndc,Drug,Prescription Drug,1133201,Maps to,Mapped from,buprenorphine,Drug,RxNorm,Ingredient,S
Memantine hydrochloride 5 MG [Namenda],Namenda 5 mg,2000011029,mimiciv_drug_ndc,Drug,Prescription Drug,40222864,Maps to,Mapped from,memantine hydrochloride 5 MG [Namenda],Drug,RxNorm,Branded Drug Comp,S
Acetylcysteine 600 MG,Acetylcysteine 600 mg Cap,2000011030,mimiciv_drug_ndc,Drug,Prescription Drug,1139058,Maps to,Mapped from,acetylcysteine 600 MG,Drug,RxNorm,Clinical Drug Comp,S
Acetylcysteine 600 MG,NAC 600,2000011031,mimiciv_drug_ndc,Drug,Prescription Drug,1139058,Maps to,Mapped from,acetylcysteine 600 MG,Drug,RxNorm,Clinical Drug Comp,S
Hydroxyzine 25 MG,Hydroxyzine HCl 25 mg,2000011032,mimiciv_drug_ndc,Drug,Prescription Drug,19085963,Maps to,Mapped from,hydroxyzine 25 MG,Drug,RxNorm,Clinical Drug Comp,S
darbepoetin alfa 0.04 MG/ML [Aranesp],Aranesp 40MCG,2000011033,mimiciv_drug_ndc,Drug,Prescription Drug,19025158,Maps to,Mapped from,darbepoetin alfa 0.04 MG/ML [Aranesp],Drug,RxNorm,Branded Drug Comp,S
Promethazine Prefilled Syringe,Promethazine HCl 1 Syringe,2000011034,mimiciv_drug_ndc,Drug,Prescription Drug,45774664,Maps to,Mapped from,promethazine Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S
solifenacin succinate 10 MG [Vesicare],Vesicare 10 mg Tab,2000011035,mimiciv_drug_ndc,Drug,Prescription Drug,19069987,Maps to,Mapped from,solifenacin succinate 10 MG [Vesicare],Drug,RxNorm,Branded Drug Comp,S
Nevirapine 10 MG/ML,Nevirapine 50 mg/5 ml,2000011036,mimiciv_drug_ndc,Drug,Prescription Drug,1769414,Maps to,Mapped from,nevirapine 10 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
Triazolam 0.25 MG [Halcion],Halcion 0.25 mg,2000011037,mimiciv_drug_ndc,Drug,Prescription Drug,19088619,Maps to,Mapped from,triazolam 0.25 MG [Halcion],Drug,RxNorm,Branded Drug Comp,S
Triamcinolone Metered Dose Nasal Spray [Nasacort],Nasacort 2,2000011038,mimiciv_drug_ndc,Drug,Prescription Drug,36250148,Maps to,Mapped from,triamcinolone Metered Dose Nasal Spray [Nasacort],Drug,RxNorm,Branded Drug Form,S
candesartan cilexetil 32 MG [Atacand],Atacand 32,2000011039,mimiciv_drug_ndc,Drug,Prescription Drug,19055330,Maps to,Mapped from,candesartan cilexetil 32 MG [Atacand],Drug,RxNorm,Branded Drug Comp,S
"cyclosporine, modified 25 MG Oral Capsule [Gengraf]","Gengraf 25mg cyclosporine capsules, USP MODIFIED",2000011040,mimiciv_drug_ndc,Drug,Prescription Drug,19010560,Maps to,Mapped from,"cyclosporine, modified 25 MG Oral Capsule [Gengraf]",Drug,RxNorm,Branded Drug,S
dronedarone 400 MG Oral Tablet [Multaq],Multaq 400 mg Tab,2000011041,mimiciv_drug_ndc,Drug,Prescription Drug,40163618,Maps to,Mapped from,dronedarone 400 MG Oral Tablet [Multaq],Drug,RxNorm,Branded Drug,S
interferon beta-1b 0.3 MG [Betaseron],Betaseron 0.3 mg,2000011042,mimiciv_drug_ndc,Drug,Prescription Drug,35605315,Maps to,Mapped from,interferon beta-1b 0.3 MG [Betaseron],Drug,RxNorm,Branded Drug Comp,S
moxifloxacin 5 MG/ML [Vigamox],Vigamox 0.5%,2000011043,mimiciv_drug_ndc,Drug,Prescription Drug,19047817,Maps to,Mapped from,moxifloxacin 5 MG/ML [Vigamox],Drug,RxNorm,Branded Drug Comp,S
clobazam,Clobazam Clobazam,2000011044,mimiciv_drug_ndc,Drug,Prescription Drug,19050832,Maps to,Mapped from,clobazam,Drug,RxNorm,Ingredient,S
tadalafil 20 MG [Adcirca],Adcirca 20 mg,2000011045,mimiciv_drug_ndc,Drug,Prescription Drug,19048492,Maps to,Mapped from,tadalafil 20 MG [Adcirca],Drug,RxNorm,Branded Drug Comp,S
Pyridostigmine Bromide 180 MG [Mestinon],Mestinon SR 180 mg cap,2000011046,mimiciv_drug_ndc,Drug,Prescription Drug,40173878,Maps to,Mapped from,pyridostigmine bromide 180 MG [Mestinon],Drug,RxNorm,Branded Drug Comp,S
prednisolone 5 MG/ML Oral Solution [Prelone],Prednisolone (prelone) 15 mg/5 mL Oral Soln,2000011047,mimiciv_drug_ndc,Drug,Prescription Drug,19128781,Maps to,Mapped from,prednisolone 5 MG/ML Oral Solution [Prelone],Drug,RxNorm,Branded Drug,S
estradiol,Vagifem vagifem,2000011048,mimiciv_drug_ndc,Drug,Prescription Drug,1548195,Maps to,Mapped from,estradiol,Drug,RxNorm,Ingredient,S
formoterol fumarate 0.012 MG Inhalant Powder,Formoterol Fumarate 12 mcg Inhl CpDv,2000011049,mimiciv_drug_ndc,Drug,Prescription Drug,42708523,Maps to,Mapped from,formoterol fumarate 0.012 MG Inhalation Powder,Drug,RxNorm,Clinical Drug,S
Sodium Chloride Prefilled Syringe,Sodium Chloride Syringe,2000011050,mimiciv_drug_ndc,Drug,Prescription Drug,40141424,Maps to,Mapped from,sodium chloride Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S
candesartan cilexetil 16 MG,Candesartan Cilexetil 16mg,2000011051,mimiciv_drug_ndc,Drug,Prescription Drug,1351582,Maps to,Mapped from,candesartan cilexetil 16 MG,Drug,RxNorm,Clinical Drug Comp,S
coenzyme Q10 200 MG Oral Capsule,coenzyme Q10 200 mg capsule,2000011052,mimiciv_drug_ndc,Drug,Prescription Drug,19065475,Maps to,Mapped from,ubidecarenone 200 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S
{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day],Junel 1/20 (21) 1 mg-20 mcg tablet,2000011053,mimiciv_drug_ndc,Drug,Prescription Drug,42902180,Maps to,Mapped from,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day],Drug,RxNorm,Branded Pack,S
Phenobarbital 15 MG,Phenobarbital 15 mg Tab,2000011054,mimiciv_drug_ndc,Drug,Prescription Drug,734850,Maps to,Mapped from,phenobarbital 15 MG,Drug,RxNorm,Clinical Drug Comp,S
Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet [Stalevo],Stalevo 150 37.5 mg-150 mg-200 mg Tab,2000011055,mimiciv_drug_ndc,Drug,Prescription Drug,19102818,Maps to,Mapped from,carbidopa 37.5 MG / entacapone 200 MG / levodopa 150 MG Oral Tablet [Stalevo],Drug,RxNorm,Branded Drug,S
eplerenone 50 MG Oral Tablet,Eplerenone 50 mg Oral Tab,2000011056,mimiciv_drug_ndc,Drug,Prescription Drug,1309801,Maps to,Mapped from,eplerenone 50 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
exenatide 0.01 MG/ACTUAT [Byetta],Byetta 10mcg,2000011057,mimiciv_drug_ndc,Drug,Prescription Drug,19083253,Maps to,Mapped from,exenatide 0.01 MG/ACTUAT [Byetta],Drug,RxNorm,Branded Drug Comp,S
Budesonide 0.25 MG/ML [Pulmicort],Pulmicort respules 0.5mg/2ml neb,2000011058,mimiciv_drug_ndc,Drug,Prescription Drug,19038788,Maps to,Mapped from,budesonide 0.25 MG/ML [Pulmicort],Drug,RxNorm,Branded Drug Comp,S
Fentanyl,Fentanyl Citrate 500mcg/10mL Amp,2000011059,mimiciv_drug_ndc,Drug,Prescription Drug,1154029,Maps to,Mapped from,fentanyl,Drug,RxNorm,Ingredient,S
Isradipine 5 MG,Isradipine 5 mg,2000011060,mimiciv_drug_ndc,Drug,Prescription Drug,1326083,Maps to,Mapped from,isradipine 5 MG,Drug,RxNorm,Clinical Drug Comp,S
Insulin Lispro 100 UNT/ML Pen Injector [Humalog],Humalog KwikPen 100 unit/mL Sub-Q Pen,2000011061,mimiciv_drug_ndc,Drug,Prescription Drug,46233972,Maps to,Mapped from,insulin lispro 100 UNT/ML Pen Injector [Humalog],Drug,RxNorm,Branded Drug,S
sildenafil 20 MG [Revatio],Revatio 20mg,2000011062,mimiciv_drug_ndc,Drug,Prescription Drug,19079048,Maps to,Mapped from,sildenafil 20 MG [Revatio],Drug,RxNorm,Branded Drug Comp,S
zolmitriptan 2.5 MG Oral Tablet [Zomig],Zomig 2.5mg ODT tabs 2.5mg,2000011063,mimiciv_drug_ndc,Drug,Prescription Drug,1116072,Maps to,Mapped from,zolmitriptan 2.5 MG Oral Tablet [Zomig],Drug,RxNorm,Branded Drug,S
Zidovudine 10 MG/ML,zidovudine 50mg/5ml,2000011064,mimiciv_drug_ndc,Drug,Prescription Drug,1710656,Maps to,Mapped from,zidovudine 10 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
